VICTIM_AGE,VICTIM_GENDER,INCIDENT_AREA
35,F,77th Street
37,F,Rampart
50,F,West LA
0,X,Southeast
24,F,Topanga
38,F,Central
42,M,77th Street
65,F,Olympic
21,F,Newton
68,M,Central
20,F,N Hollywood
22,F,Pacific
7,M,Mission
31,M,Topanga
0,,West Valley
22,X,West LA
31,F,Pacific
39,F,West Valley
55,F,Foothill
33,F,Devonshire
27,M,Newton
44,M,West LA
65,F,Mission
28,M,Foothill
8,F,Harbor
30,M,77th Street
22,F,77th Street
31,F,Topanga
42,F,Harbor
72,F,Mission
39,M,Wilshire
66,F,Topanga
7,M,Devonshire
22,F,Foothill
9,F,Van Nuys
43,M,West Valley
32,M,Hollenbeck
28,F,Topanga
54,M,Northeast
29,M,Southwest
43,M,Central
5,F,Foothill
48,F,Harbor
50,M,Foothill
37,M,77th Street
60,F,Topanga
36,F,West Valley
30,M,77th Street
30,F,Southeast
21,F,Mission
33,F,Hollenbeck
12,F,Topanga
37,M,Hollywood
50,M,West Valley
0,,Foothill
56,F,Rampart
49,F,77th Street
25,F,77th Street
0,,Rampart
25,F,Topanga
11,F,Devonshire
8,F,Olympic
0,X,West LA
41,M,Southeast
48,M,Hollywood
15,M,Hollywood
70,M,Olympic
40,F,77th Street
24,F,77th Street
20,F,Central
19,M,West Valley
45,M,Olympic
25,F,77th Street
0,,Southwest
27,F,Olympic
0,X,Harbor
48,F,Central
27,F,Hollywood
35,M,Harbor
13,F,Northeast
48,M,Van Nuys
41,F,Harbor
46,F,N Hollywood
0,X,Northeast
85,F,N Hollywood
18,F,77th Street
76,F,Northeast
0,M,N Hollywood
42,M,Southwest
-2,M,Topanga
33,M,Central
51,F,Van Nuys
28,F,Newton
35,F,Wilshire
38,F,Rampart
54,M,77th Street
33,F,Central
0,M,Van Nuys
76,F,West LA
51,F,Rampart
51,F,77th Street
28,M,Wilshire
26,M,N Hollywood
36,F,Northeast
70,F,West LA
69,M,Foothill
0,,Newton
53,M,Van Nuys
41,M,N Hollywood
41,F,Wilshire
44,F,N Hollywood
0,X,Southeast
0,M,Harbor
22,M,77th Street
57,F,Devonshire
33,M,Hollywood
50,F,West Valley
14,F,Southwest
31,F,Harbor
34,F,77th Street
41,F,Van Nuys
33,M,N Hollywood
9,M,West LA
33,F,Newton
21,F,Mission
54,M,West Valley
53,F,Devonshire
10,F,Southeast
12,F,Wilshire
56,M,West Valley
79,F,N Hollywood
56,M,Pacific
0,,Olympic
12,F,Van Nuys
0,,West LA
29,F,Newton
0,M,Harbor
15,F,N Hollywood
32,F,Southeast
31,M,Newton
51,M,Mission
14,F,West Valley
60,M,Topanga
23,M,Olympic
0,,Harbor
8,F,Southeast
74,M,N Hollywood
44,F,Devonshire
33,F,Southeast
57,M,Devonshire
39,F,Devonshire
25,F,Northeast
19,F,N Hollywood
30,F,77th Street
15,F,Olympic
33,F,Southwest
76,M,West Valley
27,F,Topanga
35,M,Rampart
36,M,Van Nuys
25,F,77th Street
45,F,Topanga
13,F,Wilshire
58,M,Foothill
73,M,Newton
2,F,Northeast
54,M,Pacific
37,F,Topanga
32,F,Wilshire
73,M,Devonshire
44,M,Foothill
41,F,Northeast
19,X,Southwest
47,F,Devonshire
71,F,Topanga
58,F,Harbor
37,F,77th Street
34,F,Southeast
33,M,Newton
38,F,Van Nuys
7,F,Foothill
28,M,Devonshire
0,X,Central
29,F,Central
28,F,Devonshire
16,F,West Valley
58,F,Foothill
31,F,Olympic
0,,West LA
29,M,77th Street
30,M,West LA
32,F,Southeast
-1,X,Wilshire
17,F,Rampart
29,F,Olympic
25,M,Van Nuys
58,F,Rampart
69,M,Pacific
7,F,Southeast
40,F,Topanga
21,F,Pacific
33,F,Devonshire
72,M,Rampart
34,M,77th Street
46,F,77th Street
52,M,Van Nuys
24,F,Mission
8,F,77th Street
15,F,Devonshire
48,F,Foothill
68,M,Southwest
66,F,77th Street
12,F,Topanga
43,F,Van Nuys
35,F,Southwest
24,M,Wilshire
0,,Pacific
25,F,Wilshire
31,F,Foothill
84,M,Foothill
35,F,Mission
30,M,Northeast
28,F,Van Nuys
26,F,Van Nuys
34,F,77th Street
38,M,Southeast
29,M,Central
61,F,Hollenbeck
17,F,Hollywood
26,F,77th Street
30,M,Wilshire
9,F,Mission
42,M,Central
23,M,Wilshire
34,F,Pacific
16,F,77th Street
31,F,Van Nuys
40,F,Foothill
23,F,Southeast
9,F,Newton
9,F,Rampart
30,M,West LA
36,F,Van Nuys
22,M,N Hollywood
-1,M,West Valley
11,F,Southwest
27,M,N Hollywood
38,F,Rampart
70,M,Wilshire
44,M,Olympic
74,M,Mission
0,,Pacific
40,M,Central
27,M,West LA
37,F,Hollenbeck
30,F,Hollenbeck
34,M,Topanga
55,M,Southwest
55,M,West Valley
45,M,Olympic
64,F,Hollenbeck
34,M,Southwest
23,M,Southwest
10,F,Olympic
-1,M,Central
48,M,Mission
23,M,Olympic
47,F,77th Street
69,F,West LA
47,F,Mission
68,F,Pacific
37,F,Central
51,M,Newton
24,F,Wilshire
23,M,Olympic
27,M,Central
35,M,Devonshire
18,M,Foothill
0,,Wilshire
69,M,Van Nuys
0,M,77th Street
28,F,77th Street
12,F,Topanga
31,F,Wilshire
50,M,Harbor
16,F,Northeast
22,F,West Valley
47,M,Rampart
32,M,Foothill
43,M,Topanga
8,F,Northeast
31,M,Southwest
13,F,Mission
39,M,77th Street
37,F,N Hollywood
0,,Hollenbeck
0,,Hollenbeck
25,F,Hollywood
30,F,Foothill
0,,Rampart
53,M,Rampart
29,F,Van Nuys
36,M,Southeast
37,M,Devonshire
76,M,Southeast
32,F,Central
26,F,Southwest
54,M,Southwest
52,F,Mission
24,M,77th Street
27,F,Southwest
39,M,Wilshire
38,F,77th Street
64,F,Southwest
12,F,Topanga
22,M,Wilshire
37,M,77th Street
31,F,Olympic
9,F,Topanga
39,M,Northeast
22,F,Newton
29,M,Northeast
24,F,77th Street
30,F,Hollywood
34,F,West LA
50,M,Northeast
10,F,Foothill
32,M,Southeast
38,M,Olympic
51,F,Rampart
31,M,N Hollywood
30,F,Central
32,M,N Hollywood
47,F,Wilshire
0,M,Central
63,M,Pacific
21,M,77th Street
19,X,Southwest
0,X,Rampart
28,F,77th Street
40,M,Van Nuys
0,,Topanga
0,X,Devonshire
32,M,Pacific
42,M,Central
43,M,Northeast
39,M,Pacific
26,F,Southeast
26,M,Northeast
21,F,Devonshire
19,M,Wilshire
36,M,Rampart
57,F,Van Nuys
78,F,West LA
0,M,N Hollywood
37,M,Pacific
37,F,Newton
51,F,Northeast
0,X,77th Street
34,M,Pacific
0,X,Olympic
52,F,Van Nuys
69,F,Devonshire
14,M,Foothill
0,,Central
0,,Harbor
0,,Hollywood
24,M,Olympic
0,,Pacific
26,F,77th Street
29,F,Wilshire
36,M,Olympic
46,F,Harbor
35,F,Mission
19,M,Mission
43,M,Olympic
48,M,Olympic
0,,Southeast
29,F,Harbor
49,F,Southeast
43,M,Pacific
0,F,Central
22,F,Southeast
19,M,Mission
39,M,Southeast
28,M,Rampart
53,F,Wilshire
58,M,Topanga
46,M,Topanga
0,M,West Valley
22,F,Central
0,X,Hollywood
33,F,Pacific
70,F,Wilshire
23,M,N Hollywood
0,,Rampart
36,M,Van Nuys
21,M,Olympic
0,M,Foothill
0,X,Hollywood
45,M,Rampart
28,F,Mission
42,M,Northeast
22,M,Southwest
34,F,Pacific
18,F,Southeast
39,M,Rampart
45,F,West Valley
62,M,Newton
0,,Harbor
31,F,77th Street
37,M,Southwest
32,F,77th Street
0,,77th Street
30,M,Topanga
0,M,77th Street
0,M,West Valley
34,F,Northeast
51,F,Olympic
0,,Newton
65,M,Southwest
11,M,Mission
48,M,Pacific
60,F,Southwest
0,,Topanga
49,M,Central
0,,Mission
0,,West LA
37,M,Rampart
0,X,Olympic
0,,Central
38,M,Southwest
37,M,Van Nuys
31,F,Pacific
0,X,77th Street
0,X,Northeast
0,,N Hollywood
0,,Hollenbeck
0,,Southwest
0,X,Harbor
50,F,77th Street
62,M,77th Street
0,X,Newton
29,F,Southwest
0,,Hollywood
74,M,Devonshire
0,X,Rampart
57,F,West LA
29,F,Hollywood
30,M,Newton
43,F,Wilshire
0,,West LA
0,,Northeast
0,,Mission
24,F,Northeast
57,M,N Hollywood
34,M,Central
53,F,Southeast
0,,Harbor
0,,Rampart
61,M,77th Street
23,M,Van Nuys
36,F,Foothill
31,M,Mission
68,M,Pacific
50,F,Southeast
39,M,Topanga
0,X,Northeast
0,M,West Valley
49,M,Olympic
34,F,Van Nuys
62,F,Pacific
0,,Northeast
49,M,Hollenbeck
35,F,Van Nuys
0,,Southeast
19,X,Southwest
40,M,Harbor
21,F,Southeast
67,M,Southwest
28,M,N Hollywood
46,M,West Valley
47,M,Pacific
40,F,Northeast
29,M,Southwest
37,F,Topanga
35,M,West LA
26,F,Hollywood
37,F,Mission
68,M,Mission
29,M,Central
25,F,77th Street
27,M,Mission
17,M,Pacific
33,F,Van Nuys
0,,Topanga
0,M,West Valley
47,M,N Hollywood
19,F,Hollywood
60,M,Southeast
0,,Newton
46,F,Southwest
30,M,Southwest
31,M,Southeast
0,,Harbor
43,F,Hollenbeck
41,M,Harbor
52,M,Olympic
0,,Rampart
0,X,Olympic
46,F,N Hollywood
29,F,Newton
66,F,Central
0,,Southwest
51,M,Rampart
0,M,Southeast
0,,Hollenbeck
60,F,Harbor
29,F,Topanga
38,F,Hollywood
35,F,Southwest
7,F,77th Street
48,M,Northeast
59,M,West Valley
0,,Central
53,M,Southwest
0,,Southeast
21,F,Southwest
46,M,Devonshire
24,F,West Valley
50,M,Pacific
0,,Topanga
0,,Newton
66,F,West LA
29,F,Harbor
25,F,Central
53,F,Southeast
37,F,Southwest
21,M,Southwest
48,F,77th Street
0,X,West LA
0,,Northeast
24,F,Mission
0,X,Central
40,F,Newton
27,F,Southwest
68,F,West LA
63,M,77th Street
63,F,Northeast
25,F,West LA
18,F,West Valley
0,,N Hollywood
60,M,Northeast
59,M,Olympic
38,M,Southwest
0,,Topanga
38,F,West Valley
0,X,Van Nuys
22,F,West LA
37,F,Northeast
27,F,Hollenbeck
32,F,Central
25,M,N Hollywood
80,F,West LA
23,M,Olympic
0,X,77th Street
24,M,Newton
0,X,Hollywood
55,F,Harbor
31,M,Rampart
0,,77th Street
43,F,Hollenbeck
64,M,Wilshire
30,M,Central
70,F,Northeast
19,F,Newton
0,X,Hollywood
19,M,Southeast
32,F,Pacific
35,F,N Hollywood
25,M,Wilshire
0,M,Harbor
0,X,Central
25,F,Hollenbeck
80,F,N Hollywood
24,M,Pacific
0,,Devonshire
26,F,Central
0,,Southwest
60,M,Central
0,M,Wilshire
30,F,Van Nuys
0,,Rampart
48,M,Wilshire
31,F,Hollywood
44,M,Devonshire
42,F,Topanga
0,,Southeast
31,F,Wilshire
40,M,Topanga
0,,Wilshire
0,M,Northeast
48,M,Pacific
23,F,Pacific
0,X,Hollenbeck
23,M,Mission
34,M,West Valley
25,M,Topanga
28,F,Pacific
27,F,Olympic
52,F,Rampart
53,M,Olympic
0,,Southeast
32,M,77th Street
0,,Harbor
65,M,Newton
41,F,Pacific
52,M,Olympic
0,X,Newton
46,M,Devonshire
85,F,77th Street
70,F,Southeast
0,,Rampart
0,,West Valley
0,,Wilshire
0,X,Olympic
0,,Northeast
0,X,Devonshire
23,F,Olympic
0,M,N Hollywood
73,M,West LA
32,M,West LA
41,F,Wilshire
64,M,Rampart
43,F,Devonshire
0,X,Devonshire
49,F,Central
27,M,Hollywood
30,M,West Valley
20,M,Central
0,,Central
22,M,Newton
0,,Harbor
66,M,Mission
28,M,Olympic
0,,Harbor
50,M,Pacific
52,M,Van Nuys
25,F,Mission
0,,Southeast
0,,Mission
41,M,Southwest
40,F,Northeast
41,F,Central
62,M,Hollywood
29,F,Olympic
34,F,Wilshire
50,F,West LA
31,F,Wilshire
57,F,Central
74,M,West Valley
42,F,Rampart
0,X,Newton
32,F,Central
31,F,Southwest
19,F,Southwest
25,F,Southeast
0,,Mission
63,M,Topanga
50,M,Pacific
52,F,Wilshire
25,F,Southeast
14,F,Northeast
35,F,Wilshire
23,F,Foothill
43,F,N Hollywood
42,M,Topanga
29,M,Wilshire
51,M,Hollywood
82,F,Hollywood
45,M,77th Street
23,F,Olympic
0,,Newton
53,M,77th Street
46,M,Hollenbeck
38,M,77th Street
31,M,Olympic
0,,Olympic
31,F,Harbor
22,M,Central
50,M,Southeast
39,M,Topanga
58,F,Northeast
45,F,Mission
33,M,Van Nuys
33,F,West LA
0,,Mission
35,M,Hollywood
0,,Rampart
59,M,N Hollywood
25,F,Olympic
0,,Southwest
0,M,Hollenbeck
0,,Southeast
0,M,Newton
34,M,Van Nuys
0,,Hollywood
74,M,Foothill
10,F,Harbor
0,,Northeast
25,F,Devonshire
43,F,Topanga
52,F,Hollywood
40,F,Hollywood
46,F,Southwest
24,M,Pacific
58,M,Southwest
35,M,Topanga
0,X,Northeast
0,,Rampart
0,X,Olympic
44,M,Hollenbeck
68,M,Mission
24,F,Topanga
0,,Central
24,F,Newton
66,M,77th Street
21,F,Central
34,M,Hollywood
25,F,Rampart
59,M,Olympic
48,F,West LA
27,M,Topanga
37,F,Foothill
50,F,West Valley
25,M,Wilshire
63,F,Foothill
32,F,Pacific
31,M,Olympic
0,,Newton
35,M,Hollywood
38,F,Southwest
15,F,Newton
0,X,Hollenbeck
33,M,Rampart
66,F,West Valley
39,F,Harbor
0,X,Hollywood
49,M,Pacific
65,M,Hollenbeck
48,M,Central
25,M,Northeast
50,M,Northeast
45,F,Southwest
0,,Mission
41,M,Wilshire
66,M,West Valley
49,M,Topanga
37,F,Hollenbeck
21,F,Hollenbeck
20,F,Hollenbeck
22,M,West LA
56,M,Mission
54,F,N Hollywood
17,M,Hollenbeck
0,X,Olympic
43,F,Harbor
21,M,Southeast
39,M,Olympic
44,M,Hollywood
39,F,Newton
42,M,N Hollywood
29,M,Olympic
58,M,Hollywood
58,F,N Hollywood
59,F,Hollywood
53,M,Rampart
50,F,Pacific
56,F,Olympic
55,M,Wilshire
59,M,Van Nuys
30,M,Central
35,M,Central
61,M,Devonshire
0,,Newton
0,X,Olympic
53,M,Hollenbeck
65,F,Hollenbeck
31,M,Olympic
56,M,Devonshire
0,,Harbor
51,F,Northeast
67,M,Wilshire
64,M,West Valley
81,M,West LA
23,F,Rampart
24,F,N Hollywood
44,M,Olympic
31,X,Mission
56,F,Newton
50,F,Harbor
26,F,Wilshire
49,F,Southwest
35,F,Hollenbeck
0,,Mission
0,M,Foothill
27,M,Rampart
53,F,Hollywood
76,F,West LA
0,X,Olympic
20,M,Mission
47,F,Pacific
0,,Olympic
28,M,Topanga
0,,77th Street
0,M,N Hollywood
0,,Rampart
0,,Southeast
0,M,N Hollywood
0,,77th Street
0,X,Pacific
23,M,Southwest
56,M,Northeast
33,M,Central
37,F,Newton
66,M,77th Street
59,F,Wilshire
53,M,Pacific
0,M,Southeast
57,M,77th Street
27,F,Southeast
0,X,Olympic
7,F,Pacific
44,M,Van Nuys
31,M,West LA
34,M,Hollywood
32,M,Olympic
28,M,N Hollywood
36,X,Pacific
29,F,West Valley
23,F,Foothill
0,X,Pacific
47,M,N Hollywood
31,M,Foothill
75,F,Hollywood
0,,N Hollywood
33,F,Mission
62,M,Pacific
32,M,Wilshire
29,F,West LA
49,M,Foothill
0,,Pacific
35,F,77th Street
20,F,N Hollywood
27,M,Southeast
24,F,Mission
46,M,Topanga
32,M,Hollenbeck
58,F,Harbor
68,F,77th Street
45,F,Olympic
81,F,77th Street
0,M,Van Nuys
79,F,Devonshire
54,M,Van Nuys
84,F,Wilshire
54,F,Central
54,F,Topanga
18,M,Southwest
31,M,N Hollywood
37,M,N Hollywood
0,,Pacific
62,F,N Hollywood
24,M,Hollywood
43,M,West Valley
42,F,Harbor
52,F,Olympic
30,F,Wilshire
45,M,West LA
31,M,Newton
0,X,Hollywood
37,M,Central
47,F,Hollenbeck
22,M,Hollywood
40,F,Harbor
0,,Pacific
38,F,Van Nuys
65,F,Devonshire
34,M,Hollywood
38,F,Southwest
31,F,Central
16,M,Hollywood
30,M,Hollywood
0,X,Central
46,F,77th Street
31,F,Olympic
0,,Southwest
19,X,Southwest
44,M,Southwest
0,,Wilshire
47,F,Hollenbeck
17,M,Northeast
31,M,Rampart
0,,Southeast
34,M,West Valley
26,F,Pacific
66,M,77th Street
40,F,West Valley
0,X,Pacific
0,,Northeast
59,M,Newton
35,M,Rampart
0,X,Southeast
33,M,Southeast
41,M,Mission
39,M,Southwest
0,,Southwest
70,M,Topanga
67,F,Mission
0,X,Van Nuys
34,F,Hollywood
38,F,Rampart
0,,N Hollywood
49,F,Newton
0,,77th Street
23,F,Topanga
22,M,West Valley
0,,77th Street
0,X,Pacific
0,M,West Valley
0,X,Hollenbeck
32,M,Northeast
56,M,Olympic
40,M,Hollenbeck
37,F,West LA
50,M,Topanga
24,F,Devonshire
0,,Mission
29,M,Southwest
31,F,Olympic
0,M,Rampart
0,,Hollywood
28,F,Topanga
22,F,77th Street
24,F,Northeast
27,F,Topanga
28,F,Hollenbeck
0,X,Southeast
57,M,Hollywood
32,F,Southeast
39,F,77th Street
19,F,Southwest
0,X,Pacific
0,M,Newton
90,F,Southwest
20,F,Southwest
52,M,Wilshire
27,F,Pacific
0,X,West LA
30,F,Southeast
0,,Rampart
27,M,Hollywood
0,X,Northeast
31,F,N Hollywood
48,M,77th Street
0,,Van Nuys
0,X,Olympic
30,F,Pacific
37,M,Rampart
38,M,West LA
33,M,Foothill
0,X,Olympic
7,F,Mission
56,F,Pacific
45,F,Northeast
49,M,Wilshire
17,M,Wilshire
0,,Hollenbeck
24,M,Central
30,F,Southwest
44,M,Southwest
0,,West Valley
0,,Hollywood
35,F,Southwest
48,F,Central
0,M,N Hollywood
36,F,N Hollywood
44,F,Mission
28,M,Pacific
52,M,Rampart
17,F,Mission
24,F,Hollenbeck
56,M,Topanga
79,M,Central
35,F,West Valley
47,M,Hollenbeck
43,M,Harbor
18,M,77th Street
36,F,Pacific
28,F,77th Street
0,M,Devonshire
35,F,Olympic
0,X,Olympic
31,M,Pacific
39,M,Harbor
24,F,Southeast
39,M,Southwest
55,F,Pacific
0,X,Southeast
50,M,Southwest
28,M,Mission
24,M,Central
51,F,N Hollywood
47,M,Topanga
62,M,Olympic
35,M,Northeast
39,M,Southwest
61,F,West LA
36,F,Mission
38,M,Wilshire
0,,Mission
0,X,Devonshire
50,M,Hollenbeck
0,X,West LA
0,,Central
0,M,77th Street
39,F,Southwest
67,M,Topanga
0,X,Hollenbeck
28,M,Hollywood
37,M,Foothill
19,M,Van Nuys
27,F,Olympic
42,F,Devonshire
39,F,Wilshire
0,,Rampart
51,F,Topanga
39,F,Mission
14,F,Mission
30,M,Mission
34,M,Foothill
67,M,Foothill
23,M,Mission
48,M,Van Nuys
46,F,Mission
0,,77th Street
23,M,Rampart
49,F,77th Street
40,M,Wilshire
48,M,West LA
57,F,Southwest
0,,Harbor
40,F,Northeast
67,M,N Hollywood
0,M,Central
38,F,Wilshire
83,F,Hollywood
0,M,Central
37,M,Mission
57,F,Harbor
32,F,Central
0,X,Olympic
28,M,N Hollywood
30,M,Topanga
33,F,N Hollywood
59,F,Hollywood
99,M,Rampart
68,M,Southeast
0,M,N Hollywood
0,,Topanga
26,M,Central
0,,Topanga
0,M,Hollenbeck
31,M,Mission
31,M,Van Nuys
32,F,Newton
0,,77th Street
0,,Southwest
41,F,Van Nuys
41,M,Hollywood
63,M,Central
56,F,Southeast
48,M,Hollywood
21,F,Foothill
49,M,Harbor
51,F,Rampart
41,F,Foothill
65,F,77th Street
47,F,Southwest
34,F,Southwest
28,M,Olympic
0,X,Olympic
77,M,West LA
69,M,Northeast
29,F,Rampart
0,M,Pacific
0,F,Wilshire
0,X,Southeast
27,M,Devonshire
0,X,Hollenbeck
42,F,Mission
37,F,77th Street
56,M,Northeast
52,M,West Valley
0,,Mission
54,F,West LA
36,F,Newton
19,M,Newton
0,X,77th Street
76,M,Wilshire
0,,Pacific
0,,Pacific
0,X,N Hollywood
0,X,Hollywood
41,F,Northeast
21,M,Harbor
38,F,Southeast
0,,Pacific
33,F,Olympic
33,F,Southwest
39,M,West LA
56,M,Van Nuys
32,F,Rampart
0,X,West LA
52,M,Pacific
34,M,Newton
24,F,Central
46,M,Hollenbeck
43,M,Southwest
0,,Newton
2,M,Central
99,F,Mission
49,M,Southeast
0,,77th Street
27,F,Northeast
0,,Mission
63,F,Wilshire
0,X,77th Street
21,F,Southeast
0,X,Northeast
32,F,Hollenbeck
28,F,Central
0,,Wilshire
49,F,West LA
28,F,Southwest
23,M,Central
0,M,Rampart
67,F,Hollenbeck
30,M,Newton
30,F,Van Nuys
24,F,Topanga
50,M,N Hollywood
33,F,Harbor
19,M,N Hollywood
26,F,77th Street
52,M,Mission
0,,Foothill
56,M,Hollenbeck
19,M,Van Nuys
30,F,Southeast
22,M,Wilshire
0,X,77th Street
85,F,Rampart
57,F,Topanga
0,X,Olympic
0,X,Central
33,F,West Valley
26,M,N Hollywood
21,F,Hollywood
27,M,Hollywood
28,F,Rampart
23,M,Central
40,F,Pacific
67,M,Central
57,M,Van Nuys
72,M,Devonshire
54,M,Rampart
77,F,Northeast
44,M,N Hollywood
77,M,Northeast
36,M,Olympic
44,M,Wilshire
0,,Harbor
61,F,Southeast
0,,Hollenbeck
40,M,Southeast
35,M,West LA
71,M,Devonshire
26,F,Central
70,F,West Valley
58,F,Pacific
0,,Southwest
25,M,Southeast
0,X,Southeast
80,F,Wilshire
29,M,Van Nuys
0,,Van Nuys
96,F,Foothill
30,M,Wilshire
31,F,Topanga
25,F,West LA
0,,West LA
36,M,N Hollywood
0,,77th Street
34,M,Harbor
60,F,Harbor
0,,Northeast
36,F,Foothill
24,F,Devonshire
28,F,77th Street
46,M,Van Nuys
0,,Foothill
34,F,Harbor
0,,Harbor
28,F,Mission
19,F,Southwest
20,F,Hollywood
61,M,Northeast
0,,Devonshire
18,M,Devonshire
66,M,N Hollywood
38,F,Harbor
0,,Harbor
0,,Newton
0,M,Hollenbeck
63,M,Harbor
42,M,Wilshire
0,X,Newton
63,F,Van Nuys
40,M,Hollenbeck
0,,Southwest
0,X,West LA
56,M,Rampart
44,M,West Valley
18,M,Newton
24,M,77th Street
29,M,Foothill
47,F,Hollenbeck
0,M,Hollenbeck
54,M,Wilshire
29,M,Olympic
0,X,Devonshire
54,F,Devonshire
33,F,Wilshire
32,M,Central
0,,Harbor
33,F,Newton
45,F,Southeast
60,F,West Valley
9,M,West Valley
0,,Newton
0,,Mission
29,M,Southeast
0,,Foothill
0,X,Northeast
16,F,Pacific
0,,Southwest
30,F,Wilshire
21,F,77th Street
0,,Pacific
33,F,Southeast
31,M,West LA
22,F,Newton
0,X,Southeast
43,M,Olympic
26,F,Van Nuys
20,M,Hollywood
44,M,West Valley
29,M,N Hollywood
28,F,Devonshire
56,M,Northeast
23,F,West Valley
0,,Devonshire
36,F,Wilshire
23,M,Devonshire
43,M,Harbor
0,,Newton
0,,N Hollywood
24,F,Rampart
0,,Hollenbeck
22,M,Southwest
49,F,Harbor
0,X,Central
32,M,Devonshire
58,F,Central
65,M,Rampart
22,M,77th Street
34,F,Olympic
60,F,Southwest
24,M,77th Street
0,,Rampart
34,F,Van Nuys
47,M,West Valley
35,M,Newton
39,F,West Valley
24,M,Pacific
0,F,N Hollywood
34,F,77th Street
0,F,Hollenbeck
0,,Hollenbeck
0,,Pacific
0,X,Pacific
0,,77th Street
41,F,Hollenbeck
71,F,Olympic
20,F,Pacific
0,,Olympic
25,F,Van Nuys
59,M,N Hollywood
41,M,77th Street
0,,Harbor
17,M,Newton
0,X,Harbor
32,F,Pacific
0,,Southeast
24,M,Olympic
0,,Van Nuys
26,F,Wilshire
0,,Southeast
54,F,Olympic
47,M,77th Street
27,F,Topanga
0,,Topanga
30,F,Foothill
81,F,Wilshire
38,M,West Valley
33,F,Harbor
32,M,Mission
0,,N Hollywood
59,F,Southeast
0,M,Wilshire
17,F,77th Street
28,F,Newton
55,F,Southwest
47,M,Wilshire
21,F,Olympic
29,M,Newton
0,,Topanga
20,F,Southeast
0,M,Newton
31,M,Olympic
7,M,Topanga
0,X,Hollywood
26,F,Wilshire
29,M,Topanga
61,F,Hollenbeck
32,F,Hollywood
36,M,Hollenbeck
26,F,Van Nuys
0,,Rampart
59,F,77th Street
17,M,Foothill
19,M,Foothill
0,,West LA
38,M,N Hollywood
30,F,Wilshire
0,,Northeast
42,F,Topanga
46,F,Topanga
40,F,Northeast
0,,Central
35,F,Northeast
40,F,Newton
27,F,Newton
35,M,Harbor
23,F,Pacific
0,M,Wilshire
65,F,Wilshire
43,M,Hollenbeck
0,,West LA
83,F,Mission
0,,77th Street
23,F,West Valley
54,F,Southwest
24,F,N Hollywood
40,F,Van Nuys
0,M,West Valley
0,,77th Street
0,X,Northeast
34,F,Van Nuys
33,M,Harbor
56,M,Central
24,M,Topanga
0,,Mission
0,X,Northeast
0,,Harbor
0,X,77th Street
20,F,Topanga
0,X,Devonshire
58,F,77th Street
67,M,Topanga
21,M,Hollenbeck
0,,Hollywood
38,M,Pacific
56,F,Harbor
0,,Devonshire
64,M,Newton
0,X,West LA
25,M,Northeast
25,M,Olympic
0,,Southwest
54,M,Newton
0,F,Northeast
42,F,Southeast
23,M,Hollenbeck
56,F,West Valley
22,M,Central
41,F,Topanga
0,,Topanga
28,M,Harbor
62,M,Mission
0,X,Pacific
10,F,77th Street
34,F,Mission
25,M,Central
37,M,West Valley
25,M,Southwest
49,F,77th Street
0,,Foothill
33,M,N Hollywood
29,M,Central
0,,Hollywood
22,F,Hollywood
31,M,Van Nuys
37,F,Pacific
19,X,Southwest
68,M,Newton
0,,West LA
33,F,Topanga
29,M,77th Street
0,X,Hollywood
37,F,Pacific
53,F,West LA
0,X,Rampart
4,M,77th Street
26,F,Newton
34,M,Southwest
0,,Wilshire
32,M,Rampart
27,M,Rampart
37,F,N Hollywood
0,M,Newton
58,M,West LA
0,M,West Valley
22,F,77th Street
26,M,Southeast
0,X,Olympic
36,F,Mission
0,X,Van Nuys
0,X,Southeast
25,M,Foothill
0,F,77th Street
27,F,Olympic
54,M,Newton
31,M,Wilshire
0,,Harbor
23,F,Southeast
46,F,Central
0,X,Hollywood
34,M,Hollywood
66,M,Southwest
30,F,Southeast
0,,Van Nuys
0,,Olympic
0,X,Olympic
0,,Pacific
29,F,Pacific
25,F,Southeast
85,M,West LA
0,,Northeast
0,M,West Valley
26,F,Olympic
0,X,Devonshire
33,F,Harbor
44,F,77th Street
53,M,Northeast
20,F,Newton
47,M,West Valley
31,F,Harbor
68,F,Pacific
65,M,Topanga
20,M,Olympic
61,M,77th Street
52,M,Olympic
55,M,West Valley
42,F,77th Street
26,F,Newton
29,M,77th Street
80,F,Southwest
0,F,Wilshire
29,M,Harbor
41,M,N Hollywood
30,F,West Valley
57,M,Wilshire
30,F,Rampart
57,F,Southwest
38,F,West Valley
41,M,Van Nuys
0,X,77th Street
42,F,Southwest
0,,Northeast
45,F,Wilshire
47,M,Southwest
32,M,77th Street
0,,77th Street
77,F,Mission
52,M,N Hollywood
29,M,Southeast
0,M,N Hollywood
54,M,Southeast
0,,Pacific
27,F,77th Street
41,M,Devonshire
35,F,Hollenbeck
18,M,West Valley
22,F,Hollywood
0,M,Newton
62,M,West LA
63,F,Hollenbeck
0,M,Newton
38,F,Foothill
0,,Newton
0,X,West LA
20,F,77th Street
33,M,Central
48,F,Southeast
36,M,Southeast
29,M,Foothill
0,M,Foothill
0,,Newton
24,F,Southeast
20,F,Hollywood
36,M,Van Nuys
69,M,77th Street
17,M,Newton
22,M,N Hollywood
46,F,N Hollywood
0,M,West LA
0,X,Central
0,X,Pacific
